"","status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code"
"16","940063517704458240",2017-12-11 03:39:42,"243008947","dormmom34","RT @UUColumbia: More than 40 souls out for #BlackLivesMatter in #HoCoMD #UUSunday https://t.co/DGIDg3qBZd","Twitter for Android",NA,NA,NA,FALSE,TRUE,0,2,"en",NA,NA,"939966738854305793","More than 40 souls out for #BlackLivesMatter in #HoCoMD #UUSunday https://t.co/DGIDg3qBZd",NA,NA,NA,NA,NA,NA
"17","940062033734549509",2017-12-11 03:33:49,"2511567444","Charles08950590","One month ago today Wilde Lake.   What a difference in a month!

#hocomd #columbiamd #MD
#hocoparks #landscapephotography
#autumn #fall #NaturePhotography #NaturePhotography
#WildeLake #fallwalk #lake #naturelovers #landscape
#lake #ParksandRec https://t.co/SbmDgOcdaB","Twitter Web Client",NA,NA,NA,FALSE,FALSE,4,1,"en",NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dea1eac2d7ef8878.json","Maryland","Maryland, USA","admin","United States","US"
"18","940045098573635585",2017-12-11 02:26:31,"29995694","tinahorncae","I will be there. You are welcome too! #BlackLivesMatter #HoCoMD #UUSunday https://t.co/ko5rRjrtLH","Twitter for iPhone",NA,NA,NA,TRUE,FALSE,0,0,"en","939978084660531200","Join us Jan 14 at 4pm, rain or shine, sleet or snow. #BlackLivesMatter #HoCoMD #UUSunday https://t.co/q4aRt1JFwz",NA,NA,NA,NA,NA,NA,NA,NA
"19","940038780609708034",2017-12-11 02:01:25,"745661379047211008","AltaWildeLake","@Cat_Cornett @roquereptil This is what home looks like. Check us out. #AltaWildeLake #ColumbiaMD 
https://t.co/XAc61s1z2X https://t.co/yAeEFRloty","Sprout Social","936611029664108544","191128075","Cat_Cornett",FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","940016790616379393",2017-12-11 00:34:02,"847807825","UUColumbia","Dec 16 7pm @UUCC_OWC presents Bob Sima, a dynamic singer-songwriter, performer, storyteller, servant of humanity, creative collaborator &amp; ""Transformational Troubadour"" – often weaving all of these elements into a single performance https://t.co/FXo7yz0lmj #HoCoMD #HoCoEvents https://t.co/zoSCTfAeyS","Buffer",NA,NA,NA,FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","939981095453458437",2017-12-10 22:12:11,"847807825","UUColumbia","#BlackLivesMatter #HoCoMD #UUSunday https://t.co/nonQijyUZT","Twitter for iPhone",NA,NA,NA,FALSE,FALSE,0,0,"und",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","939978084660531200",2017-12-10 22:00:13,"847807825","UUColumbia","Join us Jan 14 at 4pm, rain or shine, sleet or snow. #BlackLivesMatter #HoCoMD #UUSunday https://t.co/q4aRt1JFwz","Twitter for iPhone",NA,NA,NA,FALSE,FALSE,7,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","939976702863839233",2017-12-10 21:54:44,"847807825","UUColumbia","We are standing on the @SideofLove for #BlackLivesMatter in #HoCoMD on #UUSunday https://t.co/WYeZew8gYT","Twitter for iPhone",NA,NA,NA,FALSE,FALSE,2,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","939971634525589504",2017-12-10 21:34:36,"29995694","tinahorncae","Thank you @SteveHunt4HoCo &amp; @Kirsten4BOE for standing for #BlackLivesMatter at @UUColumbia's #UUSunday monthly vigil in #HoCoMD #HoCoPolitics #HoCoBOE https://t.co/66aQW58WhA","Twitter for iPhone",NA,NA,NA,FALSE,FALSE,7,1,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","939969956346761217",2017-12-10 21:27:56,"847807825","UUColumbia","Rev Getty &amp; her flock for #BlackLivesMatter in #HoCoMD &amp; everywhere #UUSunday https://t.co/6ANvDDffCp","Twitter for iPhone",NA,NA,NA,FALSE,FALSE,2,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","939969240886636544",2017-12-10 21:25:05,"23874741","NottinghamsMD","Ugly Sweater Party - December 15th.
Cash Prizes!!!
#HoCoEvents #ColumbiaMD https://t.co/MfxGjq2eGe","Hootsuite",NA,NA,NA,FALSE,FALSE,1,1,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","939968734420197377",2017-12-10 21:23:04,"14810569","macsmom","RT @UUColumbia: More than 40 souls out for #BlackLivesMatter in #HoCoMD #UUSunday https://t.co/DGIDg3qBZd","Twitter for iPad",NA,NA,NA,FALSE,TRUE,0,2,"en",NA,NA,"939966738854305793","More than 40 souls out for #BlackLivesMatter in #HoCoMD #UUSunday https://t.co/DGIDg3qBZd",NA,NA,NA,NA,NA,NA
"28","939968228578807808",2017-12-10 21:21:04,"847807825","UUColumbia","#BlackLivesMatter here in #HoCoMD &amp; elsewhere #UUSunday https://t.co/FMO3jmsrIs","Twitter for iPhone",NA,NA,NA,FALSE,FALSE,1,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","939966738854305793",2017-12-10 21:15:08,"847807825","UUColumbia","More than 40 souls out for #BlackLivesMatter in #HoCoMD #UUSunday https://t.co/DGIDg3qBZd","Twitter for iPhone",NA,NA,NA,FALSE,FALSE,6,2,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","939949404198490112",2017-12-10 20:06:16,"389786969","hummeljosh","RT @HCDFRS: Crews from @HCDFRS line I-95 overpasses as LODD procession for State Deputy FM Sander Cohen passes through #HoCoMd https://t.co…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,11,"en",NA,NA,"939623065717301248","Crews from @HCDFRS line I-95 overpasses as LODD procession for State Deputy FM Sander Cohen passes through #HoCoMd https://t.co/EJB8wXSrQH",NA,NA,NA,NA,NA,NA
"31","939944843257708546",2017-12-10 19:48:08,"3227160241","LPret2","WE NEED A FRESH NEW TALENT ON TEAM 13! WE THE PEOPLE MUST CHANGE THE CIRCUMSTANCES FOR THOSE WHO TAKE US FOR GRANTED EACH ELECTION. WE NEED ADVOCACY THAT REPRESENTS REAL PEOPLE. THIS YEAR WE WILL TAKE #ONESEAT #FORALLOFUS #HoCoMd","Twitter Web Client",NA,NA,NA,FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","939940368115818497",2017-12-10 19:30:21,"3227160241","LPret2","@Hiruy4HoCo @MileahKromer @mbraganca Very Smart Campaigning! #HoCoMd","Twitter Web Client","939631327585947654","873222052530061312","Hiruy4HoCo",FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","939932744246628352",2017-12-10 19:00:03,"928674169","AlehouseCol","Holiday party? Birthday? Retirement? Whatever the event may be, we have space! Email events@alehousecolumbia.com to inquire about hosting with us #HoCoMD https://t.co/b8PqBylDy0","TweetDeck",NA,NA,NA,FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","939930649833635842",2017-12-10 18:51:44,"327983875","gerardojorojas","RT @HCPDNews: OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and n…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,6,"en",NA,NA,"939849684289490944","OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and non-fatal overdoses to 215. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/ofomQpsJhH",NA,NA,NA,NA,NA,NA
"35","939916134895276032",2017-12-10 17:54:04,"847807825","UUColumbia","As part of #Chalica, we celebrate our 7 #UU Princples. We believe in respect for the interdependent web of all existence of which we are a part. #UnitarianUniversalism #HoCoMD https://t.co/1fQEMZ1ciD","Buffer",NA,NA,NA,FALSE,FALSE,1,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","939883694994657283",2017-12-10 15:45:09,"23874741","NottinghamsMD","20+ TVs...every game....drink and food specials....who is ready for football Sunday?
#ColumbiaMD #HoCoMD https://t.co/jKJpW6T8en","Hootsuite",NA,NA,NA,FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","939877783043493888",2017-12-10 15:21:40,"705114236138164225","HCdrugfree","RT @HCPDNews: OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and n…","Twitter Web Client",NA,NA,NA,FALSE,TRUE,0,6,"en",NA,NA,"939849684289490944","OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and non-fatal overdoses to 215. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/ofomQpsJhH",NA,NA,NA,NA,NA,NA
"38","939873502257143811",2017-12-10 15:04:39,"847807825","UUColumbia","Whoever you are
Where ever you are from
Whoever you love
Whatever your faith tradition
You are welcome here 
#UUSunday #HoCoMD #UUCCSunday https://t.co/QA0NhVP6wI","Twitter for iPhone",NA,NA,NA,FALSE,FALSE,1,1,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","939867750247403525",2017-12-10 14:41:48,"750120298003832833","NorthaFaceGooon","RT @HCPDNews: OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and n…","Twitter for Android",NA,NA,NA,FALSE,TRUE,0,6,"en",NA,NA,"939849684289490944","OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and non-fatal overdoses to 215. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/ofomQpsJhH",NA,NA,NA,NA,NA,NA
"40","939858518970126337",2017-12-10 14:05:07,"1555524661","LeReveRealEstat","Today is the day! Please join us for an #OpenHouse from 1-3pm 

6800 WOLF CREEK CT, CLARKSVILLE, MD #hocomd

Stunning Colonial in the heart of #Clarksville! It will feel like home the moment you walk in! See you soon! 

$675,000

#realestate #listing #forsale https://t.co/aUivzOajkP","Hootsuite",NA,NA,NA,FALSE,FALSE,1,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","939858510669668353",2017-12-10 14:05:05,"61502851","terriwesterlund","Today is the day! Please join us for an #OpenHouse from 1-3pm 

6800 WOLF CREEK CT, CLARKSVILLE, MD #hocomd

Stunning Colonial in the heart of #Clarksville! It will feel like home the moment you walk in! See you soon! 

$675,000

#realestate #listing #forsale https://t.co/ASWOt0koTH","Hootsuite",NA,NA,NA,FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","939858496480301058",2017-12-10 14:05:01,"705114236138164225","HCdrugfree","RT @TheThriveCenter: Herons Gate Services from The Thrive Center https://t.co/XhLWQBLDKc 
#HeronsGate #Adulthood #HoCoMD https://t.co/o6yFu…","Twitter Web Client",NA,NA,NA,FALSE,TRUE,0,1,"en",NA,NA,"939216778709921792","Herons Gate Services from The Thrive Center https://t.co/XhLWQBLDKc 
#HeronsGate #Adulthood #HoCoMD https://t.co/o6yFuCO7Lx",NA,NA,NA,NA,NA,NA
"43","939855238001037313",2017-12-10 13:52:05,"120631884","columbiacompass","Good Morning #ColumbiaMD! The Santos #SundaySixty starts at 10:30am. I will be at the #WildeLake Starbucks, so stop by and tell me what’s going on in your neighborhood.","Echofon",NA,NA,NA,FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","939854982471471104",2017-12-10 13:51:04,"250718880","richmlpd","RT @HCPDNews: OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and n…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,6,"en",NA,NA,"939849684289490944","OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and non-fatal overdoses to 215. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/ofomQpsJhH",NA,NA,NA,NA,NA,NA
"45","939852941619494914",2017-12-10 13:42:57,"251183837","jbwizinc","RT @HCPDNews: OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and n…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,6,"en",NA,NA,"939849684289490944","OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and non-fatal overdoses to 215. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/ofomQpsJhH",NA,NA,NA,NA,NA,NA
"46","939850510416392192",2017-12-10 13:33:17,"62593463","Cowboysdiva","RT @HCPDNews: OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and n…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,6,"en",NA,NA,"939849684289490944","OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and non-fatal overdoses to 215. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/ofomQpsJhH",NA,NA,NA,NA,NA,NA
"47","939849684289490944",2017-12-10 13:30:00,"935429406","HCPDNews","OVERDOSES: #HoCoPolice responded to a suspected overdose death &amp; non-fatal overdose. That brings the YTD total of fatal and non-fatal overdoses to 215. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/ofomQpsJhH","TweetDeck",NA,NA,NA,FALSE,FALSE,3,6,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","939848671759425536",2017-12-10 13:25:59,"901803960863993856","Alt_HoCoSchools","RT @UUColumbia: TODAY 4-5pm Come join us for our #BlackLivesMatter vigil. We will hold vigil monthly until Black Lives Matter in #HoCoMD &amp;…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,2,"en",NA,NA,"939846417673281537","TODAY 4-5pm Come join us for our #BlackLivesMatter vigil. We will hold vigil monthly until Black Lives Matter in #HoCoMD &amp; beyond. https://t.co/2vnZZPAnaO #UUSunday",NA,NA,NA,NA,NA,NA
"49","939847178473889792",2017-12-10 13:20:03,"14810569","macsmom","RT @UUColumbia: TODAY 4-5pm Come join us for our #BlackLivesMatter vigil. We will hold vigil monthly until Black Lives Matter in #HoCoMD &amp;…","Twitter for iPad",NA,NA,NA,FALSE,TRUE,0,2,"en",NA,NA,"939846417673281537","TODAY 4-5pm Come join us for our #BlackLivesMatter vigil. We will hold vigil monthly until Black Lives Matter in #HoCoMD &amp; beyond. https://t.co/2vnZZPAnaO #UUSunday",NA,NA,NA,NA,NA,NA
"50","939846417673281537",2017-12-10 13:17:02,"847807825","UUColumbia","TODAY 4-5pm Come join us for our #BlackLivesMatter vigil. We will hold vigil monthly until Black Lives Matter in #HoCoMD &amp; beyond. https://t.co/2vnZZPAnaO #UUSunday","Buffer",NA,NA,NA,FALSE,FALSE,2,2,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","939831156387799040",2017-12-10 12:16:23,"14810569","macsmom","“Columbia’s Best Ambassador” https://t.co/gXiUCUhd9R Village Green/Town² #ColumbiaArchives #columbiamd","Twitter for iPad",NA,NA,NA,FALSE,FALSE,0,0,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","939811283909644288",2017-12-10 10:57:25,"14810569","macsmom","RT @HCPDNews: OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the Y…","Twitter for iPad",NA,NA,NA,FALSE,TRUE,0,8,"en",NA,NA,"939657977438658560","OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the YTD total of fatal and non-fatal overdoses to 213. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/GHigMONnnT",NA,NA,NA,NA,NA,NA
"53","939810707037675521",2017-12-10 10:55:08,"14810569","macsmom","RT @LauraShovan: Got books to stay inside with, #HoCoMd? Lori's got you covered, and so do we! #LittleFreeLibrary #24563 and #27173 are bot…","Twitter for iPad",NA,NA,NA,FALSE,TRUE,0,4,"en",NA,NA,"939582057918976001","Got books to stay inside with, #HoCoMd? Lori's got you covered, and so do we! #LittleFreeLibrary #24563 and #27173 are both in Ellicott City. https://t.co/vKwmLCKooa",NA,NA,NA,NA,NA,NA
"54","939810641866522624",2017-12-10 10:54:52,"14810569","macsmom","RT @christianarigby: A little snow can’t stop us from getting out there to listen to the concerns of our community! #hocomd #snowday https:…","Twitter for iPad",NA,NA,NA,FALSE,TRUE,0,1,"en",NA,NA,"939613882997452800","A little snow can’t stop us from getting out there to listen to the concerns of our community! #hocomd #snowday https://t.co/TXrthmwWqq",NA,NA,NA,NA,NA,NA
"55","939776131523383296",2017-12-10 08:37:44,"109377484","kiddCharlemagne","RT @HCPDNews: OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the Y…","Twitter Web Client",NA,NA,NA,FALSE,TRUE,0,8,"en",NA,NA,"939657977438658560","OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the YTD total of fatal and non-fatal overdoses to 213. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/GHigMONnnT",NA,NA,NA,NA,NA,NA
"56","939707588140249090",2017-12-10 04:05:22,"64914038","AmericanMom2","RT @HCDFRSChief: Lt. Sander Cohen and @MarylandOSFM Westminster Office worked cases in #HoCoMd with @HCDFRS on occasion. https://t.co/93i2O…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,7,"en",NA,NA,"939561875246845954","Lt. Sander Cohen and @MarylandOSFM Westminster Office worked cases in #HoCoMd with @HCDFRS on occasion. https://t.co/93i2OpZixs",NA,NA,NA,NA,NA,NA
"57","939670389009125376",2017-12-10 01:37:33,"56578667","kdawg0113","RT @HCPDNews: OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the Y…","Twitter for Android",NA,NA,NA,FALSE,TRUE,0,8,"en",NA,NA,"939657977438658560","OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the YTD total of fatal and non-fatal overdoses to 213. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/GHigMONnnT",NA,NA,NA,NA,NA,NA
"58","939668109971116032",2017-12-10 01:28:30,"705114236138164225","HCdrugfree","RT @HCPDNews: OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the Y…","Twitter Web Client",NA,NA,NA,FALSE,TRUE,0,8,"en",NA,NA,"939657977438658560","OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the YTD total of fatal and non-fatal overdoses to 213. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/GHigMONnnT",NA,NA,NA,NA,NA,NA
"59","939662536898699264",2017-12-10 01:06:21,"226037260","ltreac","RT @HCPDNews: OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the Y…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,8,"en",NA,NA,"939657977438658560","OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the YTD total of fatal and non-fatal overdoses to 213. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/GHigMONnnT",NA,NA,NA,NA,NA,NA
"60","939660477935874048",2017-12-10 00:58:10,"478164218","RonniEmden","RT @HCPDNews: OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the Y…","Twitter for Android",NA,NA,NA,FALSE,TRUE,0,8,"en",NA,NA,"939657977438658560","OVERDOSE: #HoCoPolice responded to a non-fatal overdose today in which life-saving Narcan was administered. That brings the YTD total of fatal and non-fatal overdoses to 213. If you or someone you know in #HoCoMD needs help, call 800-422-0009, 24-hours a day #HoCoHelp https://t.co/GHigMONnnT",NA,NA,NA,NA,NA,NA
"61","939659205761527808",2017-12-10 00:53:07,"197558841","Just_Here_4Food","RT @HCPDNews: #HoCoPolice are talking about security with leaders from houses of worship. During an active threat, evacuate sanctuary and c…","Twitter for iPhone",NA,NA,NA,FALSE,TRUE,0,1,"en",NA,NA,"938927950963068929","#HoCoPolice are talking about security with leaders from houses of worship. During an active threat, evacuate sanctuary and childcare areas. Know all possible exit points. Run, Hide or Fight if it’s your last resort. https://t.co/8rZNU2z64r",NA,NA,NA,NA,NA,NA
